"10885","What is the television show whose opening theme's album is Cheers ?","11","4","1,1,2","1,0,1,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0","0,0,1"
"10886","Which driver had the pole position in 1994 Spanish Grand Prix ?","11","2","1,0,1","1,1,1,0,0,3,0,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0","0,0,1"
"10887","How many different religions have economists followed ?","7","3","1,0,2","0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1","0,1,0"
"10888","What is the automobile platform of Chiva bus ?","8","2","1,0,1","1,1,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0","0,0,1"
"10889","What borders siberia ?","3","2","1,0,1","0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0","0,0,1"
"10890","How many had their debut team coached by Chip Kelly ?","10","3","1,0,1","0,1,1,0,0,2,0,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1","0,1,0"
"10891","Did John Byrne create Emma Frost ?","6","3","2,0,0","0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0","1,0,0"
"10892","What is the device whose successor's CPU is by AMD ?","10","4","1,1,2","1,1,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0","0,0,1"
"10893","Who was the coach of marquette Golden Eagles men's basketball team-2012,13 season ?","12","2","1,0,1","1,1,0,0,0,5,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0","0,0,1"
"10894","What made Jon Speelman and Eric Schiller famous ?","8","4","2,0,2","0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0","0,0,1"
"10895","Which manufacturer of the Boeing B-17 Flying fortress is the manager of burro Flats Painted Caves ?","16","4","2,0,2","2,2,0,0,0,4,0,6,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0","0,0,1"
"10896","How many people currently play for Stoke City F.C. ?","9","2","1,0,0","0,1,1,0,0,0,1,3,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1","0,1,0"
"10897","In how many different places can I find companies which were founded in toronto ?","14","4","1,1,1","0,2,2,0,0,1,2,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,1","0,0,1"
"10898","How many organizations own the website to which Jimmy Wales contributes ?","11","4","1,1,2","1,0,1,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1","0,1,0"
"10899","List the former team of the american football players born in Pennsylvania ?","12","4","1,1,2","2,2,2,0,0,2,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0","0,0,1"
"10900","Through how many cities does the river flowing into Arkansas go ?","11","4","1,1,2","1,2,1,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1","0,0,1"
"10901","who are the managers of england national under 20 football team ?","11","2","1,0,0","1,2,1,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0","0,0,1"
"10902","Did Jim Kiick do his highschool in New Jersey ?","9","3","2,0,0","0,1,0,0,0,1,0,4,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0","1,0,0"
"10903","What shows are on the networks which are from the United States ?","12","4","1,1,1","2,2,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0","0,0,1"
"10904","Was the song The Boy is Mine recorded in Atlanta ?","10","3","2,0,0","2,1,0,0,0,2,0,2,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0","1,0,0"
"10905","How many things do bridges designed by the UEM group go over ?","12","3","1,0,0","1,2,1,0,0,1,2,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1","0,1,0"
"10906","Who is the fictional character who portrayed in Terminator 2: Judgment Day ?","12","3","1,1,1","1,1,1,0,0,3,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,2,0,0","0,0,1"
"10907","Which movies' music is composed by people associated with the band Yes ?","12","4","1,1,2","1,2,0,0,0,2,2,0,0,0,0,0,0,1,0,0,0,2,0,1,1,0,0,0","0,0,1"
"10908","What is the death place of the Marina Pankova and Viktor Ulyanich ?","12","4","2,0,2","2,1,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0","0,0,1"
"10909","What famous work is derived from the one whose lyrics are written by Inma Gonzales ?","15","3","1,0,2","1,2,1,0,0,1,1,2,0,0,0,0,0,0,0,0,0,2,1,1,1,0,1,0","0,0,1"
"10910","How many services are there of the companies whose services is Web hosting service ?","14","3","1,0,0","1,1,1,0,0,2,3,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1","0,1,0"
"10911","By which university is the literary magazine named Stone Canoe published ?","11","2","1,0,1","1,1,1,0,0,2,0,2,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0","0,0,1"
"10912","How many politicians are in the militia ?","7","2","1,0,0","1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1","0,1,0"
"10913","Name the rivers whose source country's capital is Lusaka ?","9","4","1,1,2","1,0,0,0,0,3,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0","0,0,1"
"10914","Some movies whose screenplay is done by american born people ?","10","3","1,0,1","1,1,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0","0,0,1"
"10915","Who is the narrator of The Price of Beauty ?","9","2","1,0,1","2,2,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0","0,0,1"
"10916","Enumerate all those who are in the Board of companies founded in New York ?","14","3","1,0,1","2,3,0,0,0,0,1,3,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0","0,0,1"
"10917","Who did Bruce Bochy play for ?","6","2","1,0,1","0,1,0,0,0,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0","0,0,1"
"10918","Was Michael Schumacher a pole driver in the 1999 GP ?","10","3","2,0,0","2,1,0,0,0,3,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0","1,0,0"
"10919","How many universities participate in the NCAA Division I Football Bowl Subdivision ?","12","3","1,1,0","1,1,1,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1","0,1,0"
"10920","How many religion's people have died in Malaysia ?","8","3","1,0,2","0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1","0,1,0"
"10921","How many people have managed a club which owns the Riverside Stadium ?","12","4","1,1,1","2,0,1,0,0,1,1,2,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1","0,1,0"
"10922","How many other wine region are there of the grapes whose one of the wine region is Michigan ?","18","3","1,0,2","2,2,2,0,0,4,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1","0,1,0"
"10923","To which families does the Koolakamba belong ?","7","2","1,0,1","1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0","0,0,1"
"10924","How many awards have screenwriters won ?","6","3","1,0,2","0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1","0,1,0"
"10925","List the countries through which European rout E39 and E8 passes ?","11","4","2,0,2","1,1,1,0,0,3,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0","0,0,1"
"10926","How many people work at the FBI ?","7","2","1,0,1","1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1","0,1,0"
"10927","Count the nearest city to the historic palce whose one of the nearest city is Wisconsin ?","16","3","1,0,1","3,1,1,0,2,3,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0","0,1,0"
"10928","What is the airline company has its headquarters in Dublin Airport ?","11","2","1,0,0","1,1,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0","0,0,1"
"10929","What are some orthonychidae birds ?","5","3","1,1,1","1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0","0,0,1"
"10930","Is Dave Schulz a band member of Berlin ?","8","3","2,0,1","1,1,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0","1,0,0"
"10931","Does MSX BASIC have a license of microsoft ?","8","3","2,0,0","1,1,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0","1,0,0"
"10932","List the subsequent work of the albums whose one of the subsequent work is Planet Waves ?","16","4","1,1,2","3,2,2,0,0,3,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0","0,0,1"
"10933","In which mountain Inyo National Forest and California are located ?","10","5","2,1,2","0,1,1,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0","0,0,1"
"10934","Was the Incredibles released before Finding Nemo ?","7","3","2,0,1","1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0","1,0,0"
"10935","How many thesis were supervised by Ernest Rutherford ?","8","2","1,0,1","0,1,1,0,0,1,0,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1","0,1,0"
"10936","What is the television show whose related with  Doctor Who Confidential ?","11","3","1,1,1","1,1,1,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0","0,0,1"
"10937","What are the last two studio albums of Moondog Matinee ?","10","2","1,0,1","1,1,1,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0","0,0,1"
"10938","How many people currently play for the NYC FC ?","9","2","1,0,0","1,1,1,0,0,0,1,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1","0,1,0"
"10939","Is Gutenberg neighbouring with Madiswil ?","5","3","2,0,0","0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0","1,0,0"
"10940","What is the total number of writers whose singles are recorded in Miami ?","13","3","1,0,1","1,2,1,0,0,1,2,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0","0,0,1"
"10941","Daniel L D Granger and Job Durfee have based their political career in which US state ?","16","4","2,0,0","0,1,1,0,0,2,0,7,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0","0,0,1"
"10942","Who are the employer of Don R. Berlin ?","8","2","1,0,1","1,1,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0","0,0,1"
"10943","How many different mascots are there of the NCAA teams ?","10","3","1,0,0","1,1,2,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1","0,1,0"
"10944","What is the river whose tributary is Zarqa River ?","9","3","1,1,1","1,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0","0,0,1"
"10945","How many home stadiums are there of the seasons whose chairman in Merritt Paulson ?","14","3","1,0,2","1,2,1,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1","0,1,0"
"10946","Give me the count of all the names of characters created by Frank Miller ?","14","3","1,0,0","2,3,0,0,0,1,2,2,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0","0,0,1"
"10947","Give me a count of bridges located in California ?","9","3","1,1,1","1,2,0,0,0,1,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0","0,0,1"
"10948","List the companies operating in Australia ?","6","2","1,0,1","1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0","0,0,1"
"10949","What all are in the states whose anthem is Ja, vi esker dette landet ?","14","3","1,0,2","2,1,0,1,0,3,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0","0,0,1"
"10950","Which country are the players of the Atletico Petroleos de Luanda from ?","12","4","1,1,2","2,3,0,0,0,1,1,3,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0","0,0,1"
"10951","Who owns the ford kansas assembly plant ?","7","2","1,0,1","1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0","0,0,1"
"10952","Which saints were the messengers of Islam ?","7","3","1,1,1","1,1,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0","0,0,1"
"10953","Companies founded in Taiwan have typically which divisions ?","8","4","1,1,2","0,1,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0","0,0,1"
"10954","What is the hub airport of Pawan Hans, and is also the largest city of India ?","16","4","2,0,2","2,2,0,0,1,3,0,3,0,0,1,0,0,0,0,0,0,0,0,2,0,1,0,0","0,0,1"
"10955","Name the source of Raa ?","5","2","1,0,1","1,1,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0","0,0,1"
"10956","Was Nick Jonas a member of the Jonas Brothers ?","9","3","2,0,0","2,1,0,0,0,1,0,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0","1,0,0"
"10957","Movie's produced by Michael Deeley has Jordan Cronenweth as director of photography ?","12","5","2,1,2","0,3,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0","0,0,1"
"10958","Which cities have the river one of whose Tributary is the Missouri's big spring ?","14","4","1,1,2","2,1,1,0,0,2,1,2,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0","0,0,1"
"10959","Which band was left by Kevin Jonas ?","7","3","1,1,1","0,1,0,0,0,1,0,2,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0","0,0,1"
"10960","return some  players who have played in the NBA ?","9","2","1,0,0","2,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0","0,0,1"
"10961","How many have been venerateds in Islam and Judaism ?","9","4","2,0,2","0,1,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1","0,1,0"
"10962","What is the resting place of the politician who succeeded Samuel Hayes ?","12","4","1,1,2","2,1,0,0,0,2,0,2,0,0,0,0,0,0,0,1,1,0,0,1,0,2,0,0","0,0,1"
"10963","Is Amharic the official language of Ethiopia ?","7","3","2,0,1","1,1,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0","1,0,0"
"10964","Which religion did both anupong paochinda and udit raj follow ?","10","4","2,0,2","1,0,1,0,0,4,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0","0,0,1"
"10965","What is the source country of reg Lake ?","8","2","0,0,1","1,1,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0","0,0,1"
"10966","What is the television show whose cast members are Jeff Conaway and Jason Carter ?","14","5","2,1,2","1,0,0,0,0,3,1,4,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0","0,0,1"
"10967","The successor of Ellsworth Bunker belongs to which religion ?","9","3","1,0,2","1,1,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0","0,0,1"
"10968","Is God Save the Queen the national anthem of United Kingdom ?","11","3","2,0,0","2,1,1,0,0,1,0,4,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0","1,0,0"
"10969","GetTV is owned by which organisation ?","6","2","1,0,1","0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0","0,0,1"
"10970","Was saddam hussein at the rank of Mushir ever ?","9","3","2,0,0","1,2,0,0,0,3,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0","1,0,0"
"10971","How many factions were involved in the battles fought by Arthur St. Clair ?","13","3","1,0,0","1,2,1,0,0,0,2,3,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,1","0,1,0"
"10972","List borders of the admin region bordering Arctic ocean ?","9","3","1,0,2","1,1,1,0,0,3,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0","0,0,1"
"10973","Is Giorgos Kaminis the mayor of Athens ?","7","3","2,0,1","1,1,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0","1,0,0"
"10974","In which military conflict were Phm Vn ng and John McEwen commanders ?","12","5","2,1,2","0,1,1,0,0,2,1,4,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0","0,0,1"
"10975","Does Air 2000 fly to the north american continent ?","9","3","2,0,1","1,0,1,0,0,2,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0","1,0,0"
"10976","How many players debuted their careers from San Francisco 49ers ?","10","3","1,1,1","0,1,1,0,0,0,2,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1","0,1,0"
"10977","What movies have been written by authors of Monty Python ?","10","3","1,1,1","0,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0","0,0,1"
"10978","Did Bob Dylan write the lyrics of the times they are a changin' ?","13","3","2,0,0","3,1,0,0,0,1,2,2,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0","1,0,0"
"10979","How many saints have been venerated in Judaism ?","8","3","1,1,1","0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1","0,1,0"
"10980","What is the military unit whose command structures are United States Department of the Navy and United States Department of Defense ?","21","5","2,1,2","2,2,1,0,0,2,1,8,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0","0,0,1"
"10981","Is James Wong Howe the cinematographer of Behave Yourself ?","9","3","2,0,0","1,1,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0","1,0,0"
"10982","What awards have the alumni of Academy of Fine Arts in Lodz achieved ?","13","3","1,0,2","1,3,1,0,0,1,3,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0","0,0,1"
"10983","How many TV shows are of the company which are of company which is a subsidiary of Big  Ticket Entertainment ?","20","4","1,1,1","2,3,2,0,0,4,1,2,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0,1","0,1,0"
"10984","Which are the predecessor of Chevrolet Caprice ?","7","2","1,0,1","1,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0","0,0,1"
"10985","Name the sports played by Fr. Agnel Multipurpose School and Junior College ?","12","2","1,0,1","1,1,0,0,0,1,1,5,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0","0,0,1"
"10986","Which athletics of Jaimatu Muslim Mindano is same as the genre of the Fritz Chess ?","15","4","2,0,2","2,3,2,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0","0,0,1"
"10987","In what battles did president Park Chung-hee participate ?","8","3","1,1,1","0,1,0,0,0,1,1,2,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0","0,0,1"
"10988","Is stephanie a female ?","4","3","2,0,0","1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0","1,0,0"
"10989","What is the layout of the automobiles whose designer company is Olivier Boulay ?","13","4","1,1,2","2,1,0,0,0,3,1,2,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0","0,0,1"
"10990","Count the number of religions followed by BJP members. ?","9","3","1,0,1","1,2,0,0,0,2,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0","0,1,0"
"10991","How many people have been the head coach for Middlesbrough FC ?","11","4","1,1,1","1,1,1,0,0,2,1,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1","0,1,0"
"10992","Who was on the boards of Freedom of the City and Royal Society ?","13","4","2,0,2","2,3,0,0,0,1,1,3,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0","0,0,1"
"10993","What games are played at universities in Lanao Del Sur ?","10","4","1,1,2","0,2,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0","0,0,1"
"10994","What is the almamater of the president whose vice president was Enrique Jos Varona ?","14","3","1,0,2","2,1,0,0,0,4,0,3,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0","0,0,1"
"10995","What is the architecture of First National Bank and Trust Building (Lima, Ohio) ?","13","2","1,0,1","1,1,0,0,0,1,0,7,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0","0,0,1"
"10996","In which states does the river flow whose left tributary is Toms Creek ?","13","3","1,0,2","1,1,1,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,3,1,0,1,0","0,0,1"
"10997","Which animator of the The Skeleton Dance is also the director of The Haunted House (1929 film) ?","17","4","2,0,2","4,2,0,0,0,3,0,4,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0","0,0,1"
"10998","How many people won the Gold Medal of the Royal Astronomical Society ?","12","2","1,0,0","2,1,1,0,0,1,1,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1","0,1,0"
"10999","Stockholm is the HQ of how many things ?","8","2","1,0,0","1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1","0,0,1"
"11000","With whom were the engagements of Alpine Brigade Taurinense ?","9","2","1,0,1","1,2,0,0,0,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0","0,0,1"
"11001","In how many different places have US people died ?","9","4","1,1,1","0,1,2,0,0,0,2,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1","0,0,1"
"11002","What is the state of origin of Abbas Jafri ?","9","2","1,0,1","1,2,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0","0,0,1"
"11003","does the journal of cancer have the creative commons license ?","10","3","2,0,0","2,1,1,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0","1,0,0"
"11004","Terry Pratchett has written about how many topics ?","8","3","1,0,1","0,1,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1","0,0,1"
"11005","What is debut team of the baseball players who died in Los Angeles ?","13","4","1,1,1","1,2,0,0,0,3,1,2,0,0,0,0,0,0,0,1,0,0,0,1,0,2,0,0","0,0,1"
"11006","Who are the associated musical artist of the  artists of band Shorty Rogers ?","13","3","1,0,2","2,2,1,0,0,2,1,2,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0","0,0,1"
"11007","Does the San Macros River start in Texas ?","8","3","2,0,1","1,1,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0","1,0,0"
"11008","Which university's graduates have worked in the Quartermaster corps ?","9","3","1,0,2","1,1,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0","0,0,1"
"11009","Which music band made Take Me There, and to which Tedd Riley was associated ?","14","4","2,0,2","0,0,0,0,0,2,0,2,0,1,0,0,0,0,1,2,0,1,0,0,2,0,0,0","0,0,1"
"11010","Does Silver Airways have a hub at the Washington Dulles International Airport ?","12","3","2,0,1","2,1,0,0,0,1,0,5,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0","1,0,0"
"11011","What is the profession of William Luther Hill ?","8","2","1,0,1","1,1,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0","0,0,1"
"11012","What are the source of the streams whose one of the source is Calera, Oklahoma ?","15","4","1,1,2","3,2,0,0,0,2,1,2,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0","0,0,1"
"11013","What is the serving railway line of Rostov-Glavny ?","8","2","1,0,1","1,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0","0,0,1"
"11014","Which company is located in Harris County, Texas ?","8","3","1,1,1","0,1,1,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0","0,0,1"
"11015","Tell me the number of writers whose works have been recorded in Criteria Studios ?","14","4","1,1,1","1,2,0,0,0,1,2,2,0,1,0,0,0,0,1,0,0,2,1,0,0,0,1,0","0,0,1"
"11016","List all crafts of the people whose one of the profession is Kingdom of Naples ?","15","4","1,1,2","3,3,0,0,0,1,2,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0","0,0,1"
"11017","Was Apollo 11 a mission of Niel Armstrong ?","8","3","2,0,0","1,1,0,0,0,1,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0","1,0,0"
"11018","What are the movies whose music composer uses a Hammond organ ?","11","4","1,1,2","2,0,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0","0,0,1"
"11019","Did Paul Weatherwax an editor of Behave Yourself ?","8","3","2,0,0","1,1,0,0,0,1,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0","1,0,0"
"11020","What ingredients are used in preparing the dish of Ragout fin ?","11","2","1,0,1","1,2,0,0,0,2,1,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0","0,0,1"
"11021","How many television shows are broadcasted on Fox Broadcasting Company ?","10","3","1,1,1","0,1,1,0,0,1,1,3,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1","0,1,0"
"11022","Where Everybody knows you is the theme album of which show ?","11","2","1,0,1","1,1,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,1","0,0,1"
"11023","Does Ronaldinho play in the brazil's under 23 team ?","9","3","2,0,0","1,2,0,0,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0","1,0,0"
"11024","How many movies were directed by the graduate of Burbank High School ?","12","4","1,1,0","1,2,1,0,0,1,1,3,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1","0,1,0"
"11025","What is on the border of the places which fall under crook county municipality, oregon ?","15","3","1,0,2","2,3,0,0,0,4,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0","0,0,1"
"11026","Name the common architecture of the Grand Serail of Aleppo and Shaheed Minar, Kolkata ?","14","4","2,0,2","2,2,1,0,0,1,0,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0","0,0,1"
"11027","Who edited Easy street ?","4","2","1,0,1","0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0","0,0,1"
"11028","Name everyone working for a company owned by Roman Abramovich. ?","10","3","1,0,2","1,2,0,0,0,2,0,2,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0","0,0,1"
"11029","Where does the river begin whose left tributary is Krapanski Potok ?","11","3","1,0,2","1,0,1,0,0,2,0,2,0,0,0,0,0,0,1,0,0,0,0,2,0,0,1,1","0,0,1"
"11030","How many people have coached the players of Middlesbrough FC ?","10","4","1,1,2","1,1,1,0,0,0,2,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1","0,1,0"
"11031","Was Robert Burns from the Romanticist School of thought ?","9","3","2,0,0","1,2,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0","1,0,0"
"11032","Count the number of region of AN/FSQ-7 Combat Direction Central ?","10","2","1,0,1","1,2,0,0,0,3,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0","0,1,0"
"11033","Give me a count of the services by the company which provides Data center as the services ?","17","3","1,0,0","4,3,0,0,0,3,3,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0","0,0,1"
"11034","List the people with Scientology as their religious belief ?","9","3","1,1,1","1,2,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0","0,0,1"
"11035","Which program was on NBC network with executive producer as Glen and Les Charles ?","14","5","2,1,2","0,3,0,0,0,4,0,4,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0","0,0,1"
"11036","Is the book The Buddha and his Dhamma a book about Buddhism ?","12","3","2,0,1","3,1,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0","1,0,0"
