QuestionID	Question	Label1	Label2	Dbpedia-Relation	RelationTotal	relnliodLogs	qanary_component-DiambiguationProperty-OKBQA	qanary_component-AnnotationofSpotProperty	Kcap	isiah
10609	What currencies have been prevalent in the country whose national anthem is La Marseillaise ?	national anthem	currencies	http://dbpedia.org/ontology/anthem,http://dbpedia.org/ontology/currency	2	0	0		1	1
10610	Where is Vietnam Airlines located ?	located		http://dbpedia.org/ontology/location	1				0	0
10611	How many sitcoms are there whose theme music is composed by a New Yorker ?	@@@	theme music	http://dbpedia.org/ontology/hometown	1		0		0	0
10612	Where is the origin of Filbert's Old Time Root Beer ?	origin		http://dbpedia.org/ontology/origin	1	0	1	0	0	1
10613	Name the musical band of Written in the Stars ?	musical band		http://dbpedia.org/ontology/musicalBand	1				0	0.6666667
10615	On which subjects does the author of the novel Thud! delve ?	subjects		http://dbpedia.org/ontology/nonFictionSubject	1	0			0	0
10616	Is Lancy a city close to Geneva ?	city close		http://dbpedia.org/ontology/neighboringMunicipality	1				0	0
10617	Who is the american football player whose highschool is Ringgold High School (Pennsylvania) ?	highschool		http://dbpedia.org/ontology/highschool	1				0.6666667	0
10619	Is Wahoo! the previous work of Honeybuns ?	previous work		http://dbpedia.org/ontology/previousWork	1	1			0	0.1538462
10620	List the awards given to the race horses bred by Willis Sharpe Kilmer. ?	bred	awards	http://dbpedia.org/ontology/breeder,http://dbpedia.org/ontology/honours	2				0	0
10621	The players born in Bellaire, Ohio have played for which team ?	born in	played for	http://dbpedia.org/ontology/birthPlace,http://dbpedia.org/ontology/team	2	0	0	0.5	0	0
10622	What games can be played in schools founded by Fr. Orlando ?	games	founded by	http://dbpedia.org/ontology/foundedBy,http://dbpedia.org/ontology/sport	2		0	0.6666666667	0	0
10623	Is Frontaccounting licensed under GNU license ?	license		http://dbpedia.org/ontology/license	1		1	1	0	1
10624	Which things have been made by artists who died in Midhurst ?	died in	artists	http://dbpedia.org/ontology/deathPlace,http://dbpedia.org/ontology/creator	2	0.5	0	0	0	0.1666667
10625	What is the citizenship of the Sarah Kazemy and land of the Cervelle de canut ?	citizenship	land	http://dbpedia.org/ontology/citizenship,http://dbpedia.org/ontology/country	2	0.5	0	0	0.6666667	1
10626	Name some dishes made with flowering plants. ?	made		http://dbpedia.org/ontology/division,http://dbpedia.org/ontology/ingredient	2				0	0
10627	How many other home stadium are there of the soccer club whose home stadium is Luzhniki Stadium ?	home stadium	home stadium	http://dbpedia.org/ontology/homeStadium,http://dbpedia.org/ontology/homeStadium	2	1			0	0.1538462
10628	Where is the  assembly of Caterpillar 797 ?	assembly		http://dbpedia.org/ontology/assembly	1		1		0	1
10629	List everything governed by the Democratic Party of US ?	governed		http://dbpedia.org/ontology/leaderName,http://dbpedia.org/ontology/location	2		0	0	0	0
10631	Where did some of the matches take place where Columbus Crew SC played ?	take place	@@@	http://dbpedia.org/ontology/location	1	0	0	0	0	0
10632	How many shows belong to the networks one of whose sister station is BBC News ?	sister	network	http://dbpedia.org/ontology/network	1		0	0	0	0
10633	List the agencies located someplace lead by Alex Chalk. ?	lead	located	http://dbpedia.org/ontology/leaderName,http://dbpedia.org/ontology/location	2				0	0
10634	Through which cities do the rivers starting at the Montauk State Park flow ?	starting 	cities	http://dbpedia.org/ontology/sourcePlace,http://dbpedia.org/ontology/city	2			0	0	0
10635	People from how many political parties exist in Maharashtra ?	@@@	parties	http://dbpedia.org/ontology/party	1	0			0	0.6666667
10636	Whose opponents are Ike Clanton and Billy Clanton ?	opponent	opponent	http://dbpedia.org/ontology/opponent,http://dbpedia.org/ontology/opponent	2	1			0	1
10637	Who are the people whose alumna is a part of the National Collegiate Athletic Association ?	@@@	alumna	http://dbpedia.org/ontology/athletics	1	0			0	0
10638	To which religion does the commander of South Thailand insurgency belong ?	commander	religion	http://dbpedia.org/ontology/commander,http://dbpedia.org/ontology/religion	2	0	0	0.6666666667	0	0.09090909
10640	Which famous writer was married to Jill Krementz and had a son named Edith Vonnegut ?	married to	son	http://dbpedia.org/ontology/spouse,http://dbpedia.org/ontology/child	2	0.6666666667	0	0.6666666667	0	0
10641	Which are the races in which Martin Molony participated ?	race		http://dbpedia.org/ontology/race	1	0			0	0.6666667
10644	What is the field of the Jon Speelman and occupation of the Karen Grigorian ?	field	occupation	http://dbpedia.org/ontology/field,http://dbpedia.org/ontology/occupation	2	1	0	0.6666666667	0	1
10645	List the maintainers of Pandaruan Bridge ?	maintainer		http://dbpedia.org/ontology/maintainedBy	1	0			0	0.2857143
10646	Who were the producers of the tenderfoot ?	producer		http://dbpedia.org/ontology/producer	1		1		0	1
10649	Which engine's successor's predecessor is BMW M10 ?	predecessor	successor	http://dbpedia.org/ontology/predecessor,http://dbpedia.org/ontology/successor	2	0.5			0	0
10650	Which person's successor is Samsu-iluna ?	successor		http://dbpedia.org/ontology/successor	1	0			0	0
10651	Under which president did the predecessor of Simon Ferro work ?	predecessor	president	http://dbpedia.org/ontology/successor,http://dbpedia.org/ontology/president	2	0	0.6666666667	0	0	0
10652	In which municipalities does the NYC housing authority own buildings ?	own 	municipalities	http://dbpedia.org/ontology/owningOrganisation,http://dbpedia.org/ontology/municipality	2				0	0
10653	Was andy worhol the director of the san diego surf ?	director		http://dbpedia.org/ontology/cinematography	1				0	0
10654	Count the number of places where alumini of Edinburgh university have died ?	alumini	died	http://dbpedia.org/ontology/deathPlace	1	0	0	0	0	0.2
10656	Does the Sicklefin lemon shark belong in the animal kingdom ?	kingdom		http://dbpedia.org/ontology/kingdom	1	0	0	0	0	0
10657	What is the local authority of Liverpool Institute High School for Boys ?	local authority		http://dbpedia.org/ontology/localAuthority	1	1	0	1	0	0
10658	Give me the places where people who worked in Church of England died in ?	work	died in	http://dbpedia.org/ontology/occupation,http://dbpedia.org/ontology/deathPlace	2				0	0
10659	What famous musicians play the remo ?	play		http://dbpedia.org/ontology/instrument	1	1	0	1	1	0
10660	What belongs to the families of Buccinidae and Buccinoidea ?	families	families	http://dbpedia.org/ontology/family,http://dbpedia.org/ontology/family	2	1	0		0	0.1666667
10661	List down all notable works of Neil Cross ?	notable work		http://dbpedia.org/ontology/notableWork	1	0.6666666667			0	0.5
10662	What is the largest city of the country which have an assembly of Plymouth Savoy ?	assembly	largest city	http://dbpedia.org/ontology/assembly,http://dbpedia.org/ontology/largestCity	2	0	0	0	0	0.1666667
10664	How many pole drivers have been there in grand prixes where first driver was Damon Hill ?	first driver	pole driver	http://dbpedia.org/ontology/firstDriver,http://dbpedia.org/ontology/poleDriver	2	0.6666666667	0	0	0	0.09090909
10665	Was the Model K designed by Herny Ford ?	designed 		http://dbpedia.org/ontology/designCompany	1		0	0	1	0.4
10668	What are the mammals whose phylum is Chordate ?	phylum		http://dbpedia.org/ontology/phylum	1	1			0	0
10669	Which state's largest city is Omaha ?	largest city		http://dbpedia.org/ontology/largestCity	1	0	0		0	1
10670	Who all have been judges on CTV Network's shows ?	Network	judges	http://dbpedia.org/ontology/network	1				0.5	0
10671	Which rivers end in Old Saybrook, Connecticut ?	in		http://dbpedia.org/ontology/mouthMountain	1	0		0	0	0
10673	In how many different places does Canal and River Trust own its assets ?	own 	places	http://dbpedia.org/ontology/owner,http://dbpedia.org/ontology/location	2	0			0	0
10674	which planet was discovered by Urbain Le Verrier ?	discovered by		http://dbpedia.org/ontology/discoverer	1		1	1	0.5	0
10675	Who are some authoritative persons on the matter of Megabalanus concinnus ?	authoritative		http://dbpedia.org/ontology/binomialAuthority	1				0	0
10676	Who is the father of Barbara Ann Crancer ?	father		http://dbpedia.org/ontology/child	1		0		0.3333333	0
10677	What are some given names for males ?	given names		http://dbpedia.org/ontology/gender	1				0	0
10678	Name the parent company of Ford Falcon Cobra ?	parent company		http://dbpedia.org/ontology/parentCompany	1	0	0	0	1	1
10679	Where is the radio broadcasted in, whose sister station is CKFM-FM ?	sister station	broadcasted	http://dbpedia.org/ontology/sisterStation,http://dbpedia.org/ontology/broadcastArea	2				0	0
10680	Does A foreign policy of freedom belong to the genre Politics ?	genre		http://dbpedia.org/ontology/literaryGenre	1	0			0	0
10681	Chestnut colored horses have won which races ?	colour	won	http://dbpedia.org/ontology/colour,http://dbpedia.org/ontology/honours	2	0		0	0	0
10682	For which common president did Jim Sasser and Mike McCurry work ?	president	500000	http://dbpedia.org/ontology/president,http://dbpedia.org/ontology/president	2	1			0	1
10683	Jerry Bock's musicals has been adapted from how many things ?	music	adapted from	http://dbpedia.org/ontology/basedOn	1		0		0	0
10684	Who are the spouse of the parents of Kimberly Stewart ?	parent	spouse	http://dbpedia.org/ontology/parent,http://dbpedia.org/ontology/spouse	2	0.6666666667	0.6666666667	0.6666666667	0	0.1666667
10686	Who is the governor of Carl McCall ?	governor		http://dbpedia.org/ontology/governor	1	1	0	1	0	1
10687	What borders the valley which falls under Lake County, Oregon ?	falls under	borders	http://dbpedia.org/ontology/municipality,http://dbpedia.org/ontology/border	2	0.6666666667	0		0	0
10688	Name the television show created by CE Webber and also has actor named Companion ?	actor	created	http://dbpedia.org/ontology/starring,http://dbpedia.org/ontology/creator	2				0	0
10689	What sports are played at universities affiliated by States Colleges and Universities athletic association ?	affiliated	sport	http://dbpedia.org/ontology/affiliation,http://dbpedia.org/ontology/sport	2	0.6666666667	0	0.6666666667	0	0
10690	Which team has had both Martin prochzka and garry unger as its players ?	team	500000	http://dbpedia.org/ontology/formerTeam,http://dbpedia.org/ontology/formerTeam	2				0	0
10691	What is the official residence of Fergus McMaster ?	residence		http://dbpedia.org/ontology/residence	1	1	1	1	0	1
10692	What is the total number of  builder of the military structures whose builder is also United States ?	builder	builder	http://dbpedia.org/ontology/builder,http://dbpedia.org/ontology/builder	2	0	0	0	0	0
10693	From what countries have people participated in the Excelsior Stakes ?	@@@	participated	http://dbpedia.org/ontology/birthPlace	1		0		0	0
10695	Was Noko a band member of Luxuria ?	member band		http://dbpedia.org/ontology/formerBandMember	1				0	0.3333333
10696	Name some basketball players whose team is coached by Fred Hoiberg ?	coach	team	http://dbpedia.org/ontology/coach	1	1	0	1	0.6666667	0.1666667
10697	Who all have developed softwares for Unix Like OSes ?	OSes	developed	http://dbpedia.org/ontology/developer	1	1	1	1	0	1
10698	What are the movies whose music is composed by Vangelis ?	composed		http://dbpedia.org/ontology/musicComposer	1		0		0	0.6666667
10700	Who is the operator of Rainbow Warrior (1955) ?	operator		http://dbpedia.org/ontology/operator	1	1	1	1	0	0
10701	Which series are Lennier and Londo Mollari both from ?	series	500000	http://dbpedia.org/ontology/series,http://dbpedia.org/ontology/series	2				1	0
10702	Graduates of Somerville College have been in how many political parties ?	graduates	parties	http://dbpedia.org/ontology/almaMater,http://dbpedia.org/ontology/party	2	0	0		0	0
10703	What are some primates ?	@@@		http://dbpedia.org/ontology/order	1				0	0
10705	How many companies were founded in Denton, texas ?	founded	@@@	http://dbpedia.org/ontology/part,http://dbpedia.org/ontology/foundationPlace	2	0	0	0	0	0
10706	Count the different causes of death of Christians. ?	causes of death		http://dbpedia.org/ontology/religion,http://dbpedia.org/ontology/deathCause	2	0	0		0	0
10707	Name the TV show whose cast member is Companion (Doctor Who) and is related to The Sarah Jane Adventures ?	cast member	related 	http://dbpedia.org/ontology/starring,http://dbpedia.org/ontology/related	2				0	0
10708	List all the collaborators of the artist which has collaborated with sanremo Music Festival ?	artist music	artist music	http://dbpedia.org/ontology/associatedMusicalArtist,http://dbpedia.org/ontology/associatedMusicalArtist	2		0		0	0
10709	Name the  people whose residence is Beverly Hills, California ?	residence		http://dbpedia.org/ontology/residence	1				0	0
10710	Was Marie Curie a doctoral student of Henri Becquerel ?	doctoral student		http://dbpedia.org/ontology/doctoralStudent	1				0	0.25
10711	Where does the railway tracks start, which ends in Kazan ?	ends	start,	http://dbpedia.org/ontology/routeEnd,http://dbpedia.org/ontology/routeStart	2	0	0		0	0
10712	Give me a count of all ice hockey players whose teams are headcoached by John Tortorella ?	headcoached	team	http://dbpedia.org/ontology/team	1		0		0	0
10714	Where is the county seat of King County, Washington ?	county seat		http://dbpedia.org/ontology/countySeat	1		1		0	0
10715	How many relatives are there of the people who died in Germany ?	died in	relatives	http://dbpedia.org/ontology/relation	1	0	0		0	0
10717	List of people who were the first one to ascend a mountain in the Cathedral range ?	mountain range	first	http://dbpedia.org/ontology/mountainRange,http://dbpedia.org/ontology/firstAscentPerson	2	0	0		0	0.4
10718	How many movies did Stanley Kubrick direct ?	direct		http://dbpedia.org/ontology/director	1		0		0	0
10720	Who has had been the tenant of the stadium built by PCL construction firm ?	built by	tenant	http://dbpedia.org/ontology/builder,http://dbpedia.org/ontology/tenant	2	0.6666666667	0		0	0
10721	What is the type of Vesak ?	type		http://dbpedia.org/ontology/type	1	1	0	1	0	0
10722	Which military personnel belong to the branch of Continental Army ?	military branch		http://dbpedia.org/ontology/militaryBranch	1	0	0	0	0	0.1428571
10723	Where did the president study, whose VP was Emilio Nez ?	VP	study	http://dbpedia.org/ontology/vicePresident,http://dbpedia.org/ontology/almaMater	2				0	0
10724	In how many different places were the people born who are members of National Museum of Racing and Hall of Fame ?	born 	member	http://dbpedia.org/ontology/honours	1	0			0	0
10725	Which military commander fought his battle at Fort Gadsen ?	battle		http://dbpedia.org/ontology/battle	1	1		1	0	1
10726	Did Phillippe Cabot go to Columbia for studying ?	studying		http://dbpedia.org/ontology/university	1				0	0
10727	Which rivers start at the Brower's Spring ?	start 		http://dbpedia.org/ontology/sourceMountain	1		0	1	0	0
10728	Which software uses windows as it's operating system and is written in C++ ?	operating system	written	http://dbpedia.org/ontology/operatingSystem,http://dbpedia.org/ontology/programmingLanguage	2	0	0.5		0	0.09090909
10729	Which draft team od Dale Mitchell is also the tenant of Master Card center / ?	draft team	tenat	http://dbpedia.org/ontology/draftTeam	1	0			0	0
10730	Who is the scientist whose academic advisor was Karl Ewald Hasse ?	academic advisor		http://dbpedia.org/ontology/academicAdvisor	1	0			0.6666667	0.1538462
10731	Count the awards received by the ones who fought the battle of france ?	battle	awards received	http://dbpedia.org/ontology/battle,http://dbpedia.org/ontology/award	2	0.6666666667			0	1
10732	By what person of which political party is Balangir district led ?	led		http://dbpedia.org/ontology/leaderName	1	0	0	0	0	0
10733	What is the owner of Ivanpah Solar Power Facility and the original developer of Dart ?	owner	developer	http://dbpedia.org/ontology/owner,http://dbpedia.org/ontology/developer	2	1	0.6666666667	0.6666666667	0	1
10735	who manufactures the SHO V8 ?	manufacturer		http://dbpedia.org/ontology/manufacturer	1		1		0	0
10736	Which shows had their painters born in England ?	born in	painters	http://dbpedia.org/ontology/creator	1		0	0	0	0
10737	What is the former team of the american football players whose position is Running back ?	position	former team	http://dbpedia.org/ontology/position,http://dbpedia.org/ontology/formerTeam	2	0	0	0	0	0
10738	Which current players once played for Toronto argonauts ?	once played		http://dbpedia.org/ontology/formerTeam	1		0		0	0
10739	Which company builds Microsoft Azure and Microsoft Surface ?	built	@@@	http://dbpedia.org/ontology/product,http://dbpedia.org/ontology/product	2		0		0	0
10740	Which contnet license provider of Microsoft Office Picture Manager is also the game platform of Google Clud Connect ?	license provider	game platform	http://dbpedia.org/ontology/license,http://dbpedia.org/ontology/computingPlatform	2	0.6666666667		0.6666666667	0	1
10742	Whihc party of the Mizoram Legislative Assembly is the government type of kumta ?	government type	party	http://dbpedia.org/ontology/governmentType	1	1	1	1	0	0.2
10743	What currencies are circulated in the countries where people speak French ?	speak	currencies	http://dbpedia.org/ontology/officialLanguage,http://dbpedia.org/ontology/currency	2		0		0	0
10744	Which division of Serbia national team is also the region of Dobinsk Ice Cave ?	division	region	http://dbpedia.org/ontology/division,http://dbpedia.org/ontology/region	2	0			0	0
10746	Where were some people associated with Steve Winwood employed at ?	associated	employed	http://dbpedia.org/ontology/associatedMusicalArtist,http://dbpedia.org/ontology/occupation	2		0	0	0	0
10747	Does the river shannon originate from Dowra ?	originate		http://dbpedia.org/ontology/sourceMountain	1	1			0	0
10748	What is the currency of Kerguelen Islands ?	currency		http://dbpedia.org/ontology/currency	1	1	0	1	0	1
10750	In how many nations is Coconut a common food ingredient ?	ingredient	nation	http://dbpedia.org/ontology/ingredient	1				0	1
10753	Name few television shows's anchored by Ryan Seacrest ?	anchored		http://dbpedia.org/ontology/presenter	1		0		0	0
10754	Was Queen Latifah in the U.N.I.T.Y. group ?	group		http://dbpedia.org/ontology/musicalArtist	1				0	0
10755	List the total number of regions of the building whose are located in\Grand Forks Air Force Base ?	region	region	http://dbpedia.org/ontology/region,http://dbpedia.org/ontology/region	2	0	1		0	0.6666667
10756	Which religion's people are member of BJP ?	religion	@@@	http://dbpedia.org/ontology/religion	1		0	0	0	0
10757	Count the different alma maters of people employed by the CNN ?	employed by	alma mater	http://dbpedia.org/ontology/almaMater	1		0		0	1
10758	How many dishes are made with an ingredient belonging to the flowering plant species ?	made with 	belonging to	http://dbpedia.org/ontology/division,http://dbpedia.org/ontology/ingredient	2	0	0	0	0	0
10760	Which is the city closest to both the Lodaiska site and the home of David w brown ?	closest	500000	http://dbpedia.org/ontology/nearestCity,http://dbpedia.org/ontology/nearestCity	2	0			0	0.08000001
10761	What is the state of the settlement, which is the sub assembly of Mohamedia, Tunisia ?	assembly of	state	http://dbpedia.org/ontology/isPartOf,http://dbpedia.org/ontology/country	2	0	0	0	0	0
10762	Whose leaders are Willem-Alexander and Fredis Refunjol ?	leaders	@@@	http://dbpedia.org/ontology/leader,http://dbpedia.org/ontology/leader	2	1			0	0.2
10763	What television show are distributed by Broadcast syndication ?	distributed by		http://dbpedia.org/ontology/distributor	1	1	1	1	0.4	0
10764	Name the person with opponents Ike Clanton and Tom McLaury ?	opponent	opponent	http://dbpedia.org/ontology/opponent,http://dbpedia.org/ontology/opponent	2	0			0	0.5
10765	What are the airlines whose hub airport is operated by the Los Angeles World Airports ?	hub airport	operated by	http://dbpedia.org/ontology/operator,http://dbpedia.org/ontology/hubAirport	2	0.6666666667	0	0.6666666667	0	0.25
10766	What is used as money for French Southern and Antarctic Lands is also the  product of the Karafarin Bank ?	money	product	http://dbpedia.org/ontology/currency,http://dbpedia.org/ontology/product	2	0			0	1
10767	Who are the golf players whose college is Arizona State Sun Devils ?	college		http://dbpedia.org/ontology/college	1				0	0
10768	Who is the film star of On Air with Ryan Seacrest ?	star		http://dbpedia.org/ontology/starring	1				0	0.1428571
10769	Who wrote Catch My soul ?	wrote		http://dbpedia.org/ontology/author	1	0		0	0	1
10770	How many bands collaborated with artists who signed up with EMI ?	@@@	artistis	http://dbpedia.org/ontology/recordLabel,http://dbpedia.org/ontology/associatedMusicalArtist	2				0	0
10771	In which places can we find the people won the Project Runaway Canada ?	places	won	http://dbpedia.org/ontology/award,http://dbpedia.org/ontology/residence	2	0.6666666667			0	0
10774	How many record labels publish works of Jazz fusion ?	works	record lebels	http://dbpedia.org/ontology/genre,http://dbpedia.org/ontology/recordLabel	2	0	0	0	0	0
10775	To what region is Sukhumbhand Paribatra, a leader ?	leader		http://dbpedia.org/ontology/leaderName	1				0	0
10776	For how many movies have the music composer composed music, who have collaborated with Yes ?	music	music composer	http://dbpedia.org/ontology/associatedMusicalArtist,http://dbpedia.org/ontology/musicComposer	2		0		0	0
10777	What is the total number of other nearest countries to the lakes whose nearest countries is Uganda ?	nearest	nearest	http://dbpedia.org/ontology/nearestCity,http://dbpedia.org/ontology/nearestCity	2	0	0.6666666667	0	0	0
10778	Give me some shows owned by BBC one and BBC hd ?	owned	@@@	http://dbpedia.org/ontology/network,http://dbpedia.org/ontology/network	2				0	0
10779	List out the people who are related to the relatives of Jared Kushner ?	related 	relative	http://dbpedia.org/ontology/relation,http://dbpedia.org/ontology/relation	2	0	0		0	0.6666667
10781	How many units follow the US Navy Department's command structure ?	command structure		http://dbpedia.org/ontology/commandStructure	1	0	0	0	0	1
10782	Which education institute of Duncan U. Fletcher is also the university of Vanderbilt Commodores ?	education	university	http://dbpedia.org/ontology/almaMater,http://dbpedia.org/ontology/university	2	0			0	0
10783	Who built the Ford Y-block engine ?	built		http://dbpedia.org/ontology/manufacturer	1	0	0	0	0	0
10784	Is Plymouth High School for Girls in Devon county ?	county		http://dbpedia.org/ontology/county	1				0	0.6666667
10785	List the first drivers of Grand Prixes where Mika Hakkinen was a pole driver. ?	pole driver	first driver	http://dbpedia.org/ontology/poleDriver,http://dbpedia.org/ontology/firstDriver	2				0	0.3333333
10786	Who produced the Pixar Image Computer ?	produced		http://dbpedia.org/ontology/product	1	0	1	0	0	0
10788	How many different people hold authority over the members of Balanidae family ?	family	authority	http://dbpedia.org/ontology/family,http://dbpedia.org/ontology/binomialAuthority	2	0	0	0	0	1
10789	Which fields' academic journals are found in the US ?	in	fields	http://dbpedia.org/ontology/country	1	0	0	0	0	0
10790	How many other region served are there of the companies which serves  Pacific Ocean ?	region served	region served	http://dbpedia.org/ontology/regionServed,http://dbpedia.org/ontology/regionServed	2	0			1	0.2857143
10791	Which common prime minister did Graham Richardson and Bon McMullan serve ?	pime minister	500000	http://dbpedia.org/ontology/primeMinister,http://dbpedia.org/ontology/primeMinister	2	1	0	0	0	0
10792	Name the alma mater of Ernest de Saisset ?	alma mater		http://dbpedia.org/ontology/almaMater	1	1		1	0	1
10793	Where does the Giannis Alafouzos originate ?	originate		http://dbpedia.org/ontology/stateOfOrigin	1				0	0
10794	What are some party leaders of the parties which have had a seat in Berlin ?	seat	leader	http://dbpedia.org/ontology/headquarter,http://dbpedia.org/ontology/leader	2	0.6666666667	0	0.6666666667	0.4	0
10796	What companies are located in toronto ?	located in		http://dbpedia.org/ontology/locationCity	1	1	0	1	0	0
10797	Which Harris County based company is a subsidiary of Tandem Computers ?	based	subsidiary	http://dbpedia.org/ontology/locationCity,http://dbpedia.org/ontology/subsidiary	2	0			0	0
10798	What is the baseball team whose club manager's debut team is Houston Astros ?	debut team	club manager	http://dbpedia.org/ontology/debutTeam,http://dbpedia.org/ontology/manager	2	0.6666666667			0	0.09090909
10799	How many corporations were founded in Texas ?	founded		http://dbpedia.org/ontology/foundationPlace	1	0	0	0	0	0
10800	List all binomial authority of the insects whose one of the  binomial authority is douard Mntries ?	binomial authority	binomial authority	http://dbpedia.org/ontology/binomialAuthority,http://dbpedia.org/ontology/binomialAuthority	2	0		0	0	0.2
10801	In which state is Red Willow Creek ?	state		http://dbpedia.org/ontology/state	1	1			0	0
10802	Name the resting place of Fazlur Rahman Khan ?	resting place		http://dbpedia.org/ontology/restingPlace	1	0	0	0	0	0.2
10803	Count all the places where companies located in Ontario operate. ?	places	located in	http://dbpedia.org/ontology/locationCity	1				0	0
10804	What politician's partner is Diana Taylor ?	partner		http://dbpedia.org/ontology/partner	1	0			0	1
10805	What is the district of Methodist Central Hall Westminster ?	district		http://dbpedia.org/ontology/district	1		1		0	1
10807	How many religions are followed amongst the people who've worked in the Korean army ?	worked in	religions	http://dbpedia.org/ontology/militaryBranch,http://dbpedia.org/ontology/religion	2	0.6666666667	0	0.6666666667	0	0
10808	List the people died in Hyderabad and are a member of political party ?	died in	political party	http://dbpedia.org/ontology/deathPlace,http://dbpedia.org/ontology/party	2	0			0	0.1052632
10809	What kind of buildings were designed by Pyusawhti ?	kind	designed	http://dbpedia.org/ontology/architect,http://dbpedia.org/ontology/type	2	0	0		0	0
10811	What are the baseball players who played for San Francisco Giants ?	played for		http://dbpedia.org/ontology/team	1	1			0	0
10812	Where does the Jerusalem Institute of Justice render their services ?	service		http://dbpedia.org/ontology/service	1				0	0.6666667
10815	What is the television show whose channel's parent organisation is Fox Sports ?	parent organisation	channel	http://dbpedia.org/ontology/parentOrganisation,http://dbpedia.org/ontology/channel	2	0			0	0.125
10816	Which bands are associated to David Paton ?	associated		http://dbpedia.org/ontology/associatedBand	1	1	0	1	0	0.6666667
10817	Where does Kafue and Shire river flow into ?	flow into	@@@	http://dbpedia.org/ontology/riverMouth,http://dbpedia.org/ontology/riverMouth	2				0	0
10818	Who is the president when Loretta Ucelli used to work for Democratic party ?	president		http://dbpedia.org/ontology/president	1				0	1
10820	What are the players whose former teams are Carolina Panthers and Indianapolis Colts ?	former team	former team	http://dbpedia.org/ontology/formerTeam,http://dbpedia.org/ontology/formerTeam	2				0	0
10822	How many basketball players studied in the Midland College ?	College		http://dbpedia.org/ontology/college	1		0		0	0
10823	Rickenbacker is a musical instrument played by which artists ?	musical instrument		http://dbpedia.org/ontology/instrument	1				0	0.4
10825	What ethinicity of Linda Hogan is also the state of origin of Holmes Colbert ?	ethnicity	state of origin	http://dbpedia.org/ontology/ethnicity,http://dbpedia.org/ontology/stateOfOrigin	2	0.5			0	0.09090909
10826	What other destinations do airlines go to, whose flights also come to Glasgow ?	come to	destination	http://dbpedia.org/ontology/targetAirport	1	0			0	0
10827	Where did Steve Romeo dies ?	dies		http://dbpedia.org/ontology/deathPlace	1	1			0	0
10828	Of the sports commonly played at Islamic Azad Uni, tehran, which one does Jon Speelman play ?	played 	@@@	http://dbpedia.org/ontology/field,http://dbpedia.org/ontology/sport	2		0	0	0	0
10829	What is the government type of Ancient Rome ?	government type		http://dbpedia.org/ontology/governmentType	1	1	1	1	0	0.2857143
10830	Who are the animator of The Skeleton Dance ?	animator		http://dbpedia.org/ontology/animator	1	1	1	1	0	1
10831	What is the birth location of the pope who was canonized by Agatha of Sicily ?	canonized by	birth location	http://dbpedia.org/ontology/canonizedBy	1	1	0	0.6666666667	0	0.08000001
10832	What is the common country of Ganz UV and Balaton wine region ?	country 	500000	http://dbpedia.org/ontology/operator,http://dbpedia.org/ontology/location	2	0	0	0	0	0
10833	What organization is the parent of Greenpeace Nordic ?	parent 		http://dbpedia.org/ontology/parentOrganisation	1	1	0	0	0	0.6666667
10834	Give me some softwares which run on mac os ?	os		http://dbpedia.org/ontology/operatingSystem	1	0		0	0	0
10835	Which destination of the Novair International Airways is also the  predecessor of the Chevrolet Caprice ?	destination	predecessor	http://dbpedia.org/ontology/destination,http://dbpedia.org/ontology/predecessor	2	1			0	0.1666667
10836	What are some scientists who have stateless citizenship ?	citizenship		http://dbpedia.org/ontology/citizenship	1	0			0	1
10837	which awards have been given to people who fought in the Battle of France ?	fought	awards	http://dbpedia.org/ontology/battle,http://dbpedia.org/ontology/award	2	1	0	0.6666666667	0	1
10839	Which composer subsequent work of Moondog Matinee and also composed The TImes They are A changin ?	subsiquent work	composed	http://dbpedia.org/ontology/musicBy,http://dbpedia.org/ontology/subsequentWork	2		0		0	0
10841	What is the citizenship of Erastus Wiman ?	citizenship		http://dbpedia.org/ontology/citizenship	1	0	0	0	0	1
10843	Which is the nearest city to Elliott Bay ?	nearest city		http://dbpedia.org/ontology/nearestCity	1	0	1		0	0.6666667
10844	List the movie whose music was given by Geoffrey Burgon and distributed by Cinema International Corporation ?	music	distributed by	http://dbpedia.org/ontology/musicComposer,http://dbpedia.org/ontology/distributor	2	0		0	0	0
10845	Which football teams is Shahid Khan proprietor to ?	proprietor		http://dbpedia.org/ontology/owner	1				0	0
10846	How many cities are around the sea in which the the fig tree bay meets ?	in	cities	http://dbpedia.org/ontology/inflow	1		0		0	0
10847	What are all the prizes won by the writer of A Grand Day Out ?	writer	won	http://dbpedia.org/ontology/writer,http://dbpedia.org/ontology/award	2	0.6666666667			0	0
10848	Count the number of families of the Animal kingdom. ?	kingdom	families	http://dbpedia.org/ontology/kingdom,http://dbpedia.org/ontology/family	2	0.5	0	0	0	0
10849	Which magazine has publisher as Jann Wenner ?	publisher		http://dbpedia.org/ontology/publisher	1		1	1	0	1
10850	Where is the ground of the soccer club, which has Alan Kusov as a team member ?	team	ground	http://dbpedia.org/ontology/team,http://dbpedia.org/ontology/ground	2	0	0.6666666667		0	0
10851	Give the name of the river with source place as Australian Alps and has mouth place as Goolwa , a place in Siyuth Australia ?	source place	mouth place	http://dbpedia.org/ontology/sourcePlace,http://dbpedia.org/ontology/mouthPlace	2	0	0	0	0	0
